interview_experiences,metadata.url,metadata.scraped_at,metadata.source,basic_info.title,basic_info.difficulty,basic_info.accuracy,basic_info.submissions,basic_info.avg_time,content.problem,complexity.time_complexity,complexity.space_complexity,tags.company_tags,tags.topic_tags
"[{'title': 'Maq Software Interview Experience Set 10 On Campus', 'url': 'https://www.geeksforgeeks.org/maq-software-interview-experience-set-10-on-campus/', 'content_summary': '1. Written Round : 1) 30 Aptitude questions(30 min). 2) 2-Coding questions(30 min). 2-a) Write an algorithm for dutch national flag problem 2-b) Write an algorithm for n-queens problem Total 40 people were selected for second round. 2.Technical Round 1 (around 1Hr 15min):- 1) What is web technology. 2) Write some Basic syntax of HTML. 3) Given 2 tables of employee containing employee_id,employee_name and department containing employee_id(foreign key), dept_id find the name of the employee who worked in maximum no. of departments. 4) Discussion about projects which I had written in resume. 5) What is inheritance, overloading and over-riding. 6) Difference between Encapsulation and abstraction. 7) What is indexing in databases. 8) What are clustered and non-clustered indexes. 9) Real life application of Data Structures. 10) Which Data structure used in printer. 11) Which Data structure used for maintaining Dictionary.(Trie) 12) What is the searching and space complexity of your Trie for maintaining Dictionary. 13) 2 simple puzzle. 14) Add 2 numbers a and b without using ?+? operator. 15) find nth Fibonacci number. (Gave O(logn) solution) 3.Technical Round 2 (around 1 Hr):- 1) How many square in (8*8) chess board. 2) Give general formula for square in (n*n) board and prove it. 3) Write code for Sudoku Game Problem and discuss time complexity of the code which was written by me. Discuss many thing about that code he said to optimise the code then i optimise some portion of code then we move on to the next question. 4) puzzle:- 2 jar one contain 4 red and other one 4 blue randomly select any jar maximize the probability of selecting red ball by rearranging the balls. Puzzel#6 http://www.crazyforcode.com/probability-puzzles-interview/ 5) Write code for calculating factorial of big number (Array). 6) Puzzel:-Given a pastry. someone eat it from one side how you divide it into 2 equal parts. 7) Egg droping Puzzel. I give solution of 2 egg 100 floor puzzle but then said to give the generalized formula for it then i solve it using DP. 4. HR+Technical Round(around 1 Hr) :- Q1-Tell me about yourself? Q2-Family background? Q3-Discussion about projects which I had written in resume. Q4-Write code for making Queue using 2 stack. Discuss about time complexity and space complexity and he said optimise the code. Q5-Write code for Water Jug problem (check condition are we able to make any given number in any of the jug or not). Q6-Puzzel:-Given a rectangle and a circle and a point lie on circle and center lie line y=x and 1 point of rectangle lie on origin. circle put into rectangle find the radius of circle. A total of 3 students were offered the job(I was one of them). 2 students were offered the intern. Thank you so much geeksforgeeks team.\nRelated Practice Problems\nThe Nth Fibonnaci\nQueue using two Stacks\nTwo water Jug problem\nAll Practice Problems for MAQ Software !\n\nComment\nMore info\nCampus Training Program\nNext Article\nMAQ Software Interview Experience | Set 10 (On-Campus)'}, {'title': 'Walmart Lab Interview Experience Set 8 Off Campus 3 Years Experience', 'url': 'https://www.geeksforgeeks.org/walmart-lab-interview-experience-set-8-off-campus-3-years-experience/', 'content_summary': 'Round 1 (Coding round): 1) Range [L, R] is given. Need to find what is the maximum repeating digit in prime numbers between L and R (both inclusive). If more number of digits is repeated max times, return whichever digit is maximum Eg: [2, 13] - maximum repeating digit is 1 among {2, 3, 5, 7, 11, 13} [2, 9] - answer 7 2) Given a number ""S"", find out how many number of ways a, b, c, d (all > 1) can exist such that a+b+c+d = S; Round 2: 1) OOPS Concepts 2) Reverse alternate nodes in linked list Eg: 1->2->3->4->5 ahould become 2->1->4->3->5 3) Iterative post order traversal of binary tree 4) Queue implementation using stacks Round 3 (Java): 1) Arraylist, Linkedlist - when to use what 2) Hashmap, Hashtable, concurrent hash map 3) Hashcode, Equals, Hashmap implementation 4) Serializable interface 5) AbstractClass Vs Interface 6) Multi threading, Difference between extends thread, implements runnable 7) Callable interface, Executor framework 8) Collections sorting, comparable interface 9) Best thing I have done so far what I proud of Round 4: 1) Given NxN matrix, (X,Y) position. Find how many ways You can reach from (X,Y) to (N,N). You are allowed to traverse in 2 directions - Right, Down 2) Find loop in linked list. Find starting node of loop 3) Binary tree zigzag traversal 4) Given list of stock prices. You are allowed to buy and sell only once. a) Find the maximum gain you can get b) Find the maximum loss you can get 5) Binary tree is height balanced or not. (Every node in tree should be height balanced) 6) Implement String trim algorithm 7) Write a multi-threaded program - launch 10 threads and exit from main thread after all those threads completed Round 5 (Manager): 1) Given a number in form of array, maximize the number w.r.t allowed number of swaps (can swap only adjacent elements) - maximize(int[] data, int numSwaps) Eg: 1265 is number - if 1 swap allowed - maximum number we can get out of it is 2165 1265 is number - if 3 swaps allowed - maximum number we can get out of it is 6215 2) Questions on my projects 3) So many behavioural questions Round 6 (HR): Why do you want to change? What You are expecting? and some other HR questions.\nAll Practice Problems for Walmart !\nRelated Practice Problems\nCount all possible paths from top left to bottom right\nCheck for Balanced Tree\nStock buy and sell\nLargest number in K swaps\nDetect Loop in linked list\nQueue using two Stacks\nFind the highest occurring digit in prime numbers in a range\nFind the highest occurring digit in prime numbers in a range\n\nComment\nMore info\nCampus Training Program\nNext Article\nWalmart Lab Interview Experience | Set 8 (Off-Campus 3 Years Experience)'}, {'title': 'Makemytrip Interview Experience Set 9 Off Campus For Sr Android Developer', 'url': 'https://www.geeksforgeeks.org/makemytrip-interview-experience-set-9-off-campus-for-sr-android-developer/', 'content_summary': ""First round (Written) : 1. 4 Android questions: a) What's Recyclerview? Describe all components of Recyclerview with all callbacks and the benefits of Recyclerview. b) Difference between thread, async task and service (in tabular format). c) Callbacks invoked during addition of a fragment to back stack and while popping back from back stack. d) Scenario in which only onDestroy is called for an activity without onPause() and onStop() 2. Describe a scenario in which deadlock occurs and a solution to overcome it. 3. Given an array, find the maximum difference between two array elements A[m] and A[n], such that n>m. 4. The relation between group of friends is transitive. So if student A is friends with student B, and B is friends with C, A becomes friends with C. They form a circle of friends. Given a matrix N*N and N students, each matrix entry indicating 'Y' or 'N' if they're friends or if they're not friends. We need to determine the number of circles. Eg - 6 students, A,B,C,D,E,F. A is friends with B, B with C. D is friends with E. F is friends with none. Output : 3 circles. F2F Round 1: Starting with Java basics : 1. Uses of final, string pool concept, serialization, synchronization (how it can be done) 2. How can you implement thread pool executor. 3. Is it possible to declare final variable in abstract class. 4. What is externalization. Android : Lots of basic questions: You need to provide more area for checking/unchecking checkbox than the default area of checkbox. How would you do it. How would you implement zoom in zoom out functionality in Android. How do you implement GCM push notifications. What things would you do in each lifecycle method of activity? What is IllegalStateException in Android? Any scenario when you encounter it and how to solve it? Advantages and disadvantages of using fragment. How would you implement swipe animation in Android. How do you detect whether keyboard is open in an Android app. And some more. But I don't exactly remember. DS: Implement queue using 2 stacks. After this, the interviewer seemed satisfied with my responses. F2F Round 2 : Android design questions: 1. You have a textview(3 lines) and a button below it. On clicking the button textview whole content should show. (Content is very large but due to 3 lines initially its not shown completely). You need to add animation while showing the full text of textview. How would you design this. 2. Some question related to showing images (for adult and child, like in flight booking system, we have 2 buttons for adding and removing adults/child). When there is 1 adult and 1 child, it should show as AC where A and C are icons for adult and child. On adding 1 more adult, it should show as AAC instead of ACA. How would you design such a system. Got stuck in this round, and was rejected.\nAll Practice Problems for MakeMyTrip !\nRelated Practice Problems\nMaximum Difference\n\nComment\nMore info\nCampus Training Program\nNext Article\nMakeMyTrip Interview Experience | Set 9 (Off-Campus for Sr. Android developer))""}, {'title': 'Adobe Interview Experience Set 48 Campus', 'url': 'https://www.geeksforgeeks.org/adobe-interview-experience-set-48-campus/', 'content_summary': ""Coding Round:\nA variation of Knapsack\nEasy string manipulation problem\nA brute-force based string matching problem\nTechnical Round 1:\nFinding the length of a Linked-List with a cycle.\nDifference between a stack and a heap with respect to Virtual Memory\nGiven a cube in 3D space with integer dimensions, print all the lattice points on the surface of the cube.\nTechnical Round 2:\nPrint Pyramid of 1's with given height.\nAllocate 2D arrays in C with both dimensions accepted as input.\nCan C programs without main() function exist? (Object Files, Shared and Static Libraries, and how to create them using GCC)\nWhat is a graph traversal?\nPrint all nodes with shortest distance k from a given root node in a graph.\nHow does Breadth-first Search work?\nTechnical Round 3:\nCreate a queue from a 2 stacks\nPrint Fibonacci sequence in order using only recursion and no extra space.\nCreate a function to match a simple regex.\nHR Round:\nWhy want to join Adobe?\nWhat is the team preference?\nWhat are your shortcomings?\nGiven a table of data, where each row determines a metric, convert it to a single column of data where the new data item indicates the metric with reasonable accuracy (Principal Component Analysis)\nHaving a research background, why want to join a software company?\nDetails about college events\nIf you don't like the team you are assigned to, how will you tackle this?\n\nComment\nMore info\nCampus Training Program\nNext Article\nAdobe Interview Experience | Set 48 (On-Campus)""}]",https://www.geeksforgeeks.org/problems/queue-using-two-stacks--115418/1?page=1&company=Microsoft&sortBy=latest,2025-06-11T12:15:06.548968,GeeksforGeeks,Queue using two Stacks,Easy,68.68%,670+,Not available,"Implement a Queue using 2 stacks s1 and s2.
A Query q is of 2 Types
(i) 1 x (a query of this type means  pushing 'x' into the queue)
(ii) 2   (a query of this type means to pop an element from the queue and print the popped element)
Note: If there is no element return -1 as the answer while popping.
Examples:
Input: queries = [[1, 2],[1, 3],[2],[1, 4],[2]]
Output: 2 3
Explanation:
1 2 the queue will be {2}
1 3 the queue will be {2 3}
2   poped element will be 2 the queue will be {3}
1 4 the queue will be {3 4}
2   poped element will be 3.
Input: queries = [[1, 2],[2],[2],[1, 4]]
Output: 2 -1
Explanation:
1 2 the queue will be {2}
2   poped element will be 2 and
then the queue will be empty
2   the queue is empty and hence -1
1 4 the queue will be {4}.
Constraints:
1 <=queries.size() <= 100
1 <= x <= 100",O(n),O(n),"['Flipkart', 'Morgan Stanley', 'Accolite', 'Amazon', 'Microsoft', 'D-E-Shaw', 'Hike', 'MakeMyTrip', 'Oracle', 'Walmart', 'Goldman Sachs', 'MAQ Software', 'Adobe', 'InfoEdge', 'InMobi']","['Stack', 'Queue', 'STL', 'Data Structures']"
[],https://www.geeksforgeeks.org/problems/bits-counting/1?page=1&company=Microsoft&sortBy=latest,2025-06-11T12:15:28.946052,GeeksforGeeks,Bits Counting,Medium,77.98%,1K+,Not available,"Given an integer n, return an array ans of size n + 1, where each element i (0 ≤ i ≤ n) represents the count of 1s in the binary form of i.
Examples :
Input: n = 2
Output: [0, 1, 1]
Explanation:
0 --> 0
1 --> 1
2 --> 10
Input: n = 5
Output: [0, 1, 1, 2, 1, 2]
Explanation:
0 --> 0
1 --> 1
2 --> 10
3 --> 11
4 --> 100
5 --> 101
Constraints:
0 ≤ n ≤ 105",O(n),O(n),"['Bloomberg', 'Facebook', 'Adobe', 'Google', 'Amazon', 'Microsoft', 'Apple', 'Yahoo', 'Nvidia', 'Uber']","['Bit Magic', 'Dynamic Programming', 'Arrays']"
[],https://www.geeksforgeeks.org/problems/root-to-leaf-paths-sum/1?page=1&company=Microsoft&sortBy=latest,2025-06-11T12:15:39.783544,GeeksforGeeks,Root to leaf paths sum,Medium,58.4%,49K+,Not available,"Given a binary tree, where every node value is a number. Find the sum of all the numbers that are formed from root to leaf paths. The formation of the numbers would be like 10*parent + current (see the examples for more clarification).
Examples:
Input:
Output: 13997
Explanation : There are 4 leaves, resulting in leaf path of 632, 6357, 6354, 654 sums to 13997.
Input:
Output: 2630
Explanation: There are 3 leaves, resulting in leaf path of 1240, 1260, 130 sums to 2630.
Input:
1
/
2
Output: 12
Explanation: There is 1 leaf, resulting in leaf path of 12.
Constraints:
1 ≤ number of nodes ≤ 31
1 ≤ node->data ≤ 100",O(n),O(h),"['Amazon', 'Microsoft', 'OYO Rooms', 'Google']","['Tree', 'Data Structures']"
[],https://www.geeksforgeeks.org/problems/minimum-depth-of-a-binary-tree/1?page=1&company=Microsoft&sortBy=latest,2025-06-11T12:15:50.415872,GeeksforGeeks,Minimum Depth of a Binary Tree,Easy,42.09%,77K+,Not available,"Given a binary tree, find its minimum depth.
Examples:
Input: root = [1, 3, 2, 4]
Output: 2
Explanation: Minimum depth is between nodes 1 and 2 since minimum depth is defined as the number of nodes along the shortest path from the root node down to the nearest leaf node.
Input: root = [10, 20, 30, N, 40, N, 60, N, N, 2]
Output: 3
Explanation: Minimum depth is between nodes 10,20 and 40.
Expected Time Complexity: O(n)
Expected Auxiliary Space: O(height of the tree)
Constraints:
1 ≤ number of nodes ≤ 105",Not specified,Not specified,"['Amazon', 'Microsoft', 'Facebook']","['Tree', 'Data Structures']"
"[{'title': 'Hike Interview Experience Set 5', 'url': 'https://www.geeksforgeeks.org/hike-interview-experience-set-5/', 'content_summary': ""Round I 1.Implement expiry cache system : every page in cache have id and expiry time (TTL of few seconds). After page expires it behaves as free space and can be used for new pages/replacement. Had a long discussion on everything. Round II very boring round 1. Nodes at given distance in binary tree 2.Check Mirror in N-ary tree 3. Largest Sum Contiguous Subarray Round III very boring round 1.Level order traversal Line by Line 2. ZigZag traversal of tree 3. Search in a Rotated Array 4.Value equal to index value finally something new.. 5. given a sorted array say A : (-4,-2,0,1,4,6,8,10). There is a function f(x) = a*x^2 + b*x + c , apply this function on A where x is any ith element from array A and a,b,c belongs to set of real numbers. Will f(A) will be sorted, if not then sort it in O(n). It is very easy if you still remember concepts of quadratic equation from maths. I did not remember so he helped me. Logic is that any quadratic equation is represented by parabola on graph and graph has minimum value at dy/dx = 0,i.e, 2*a*x + b = 0. Both sides of this point graph keeps increasing/decreasing to the infinity depending upon value of a. Calculate value of x = -b/(2*a). find it in sorted array or find its ceiling in log n. starting from this point to both ends, perform merge sort. Round IV 1. implement LRU cache 2. Implement following. There are three type of request : i) www.someurl.com/conn_id=?&timeout=? -: for this conn_id you will wait for timeout sec and after that return reponse, in meantime you can get some more requests of any one of three types ii) www.someurl.com/stat/ -: return all id waiting to timeout along with their remaining timeout interval ii) www.someurl.com/kill/conn_id=? -: end wait timeout of this conn_id and return response for this conn_id I gave a solution with heap. He asked how to handle case when a request is waiting for timout and new request came in meantime. How to do server side scalability in this case. 3. He asked about current work and technologies I am working upon. I said Java, Spring MVC for backend and html,css, javascript for front end and suddenly he asked what is difference between Java and javascript. Could not figure out at that time. Javascript is also an object oriented language an can be used at server side like node js. Still there are lot of differences.\n  Related Practice Problems\nTwo Mirror Trees\nLevel order traversal Line by Line\nNodes at given distance in binary tree\nLRU Cache\nSearch in a Rotated Array\nLevel order traversal in spiral form\nKadane's Algorithm\nAll Practice Problems for Hike !\n\nComment\nMore info\nCampus Training Program\nNext Article\nHike Interview Experience | Set 5""}]",https://www.geeksforgeeks.org/problems/level-order-traversal-line-by-line/1?page=1&company=Microsoft&sortBy=latest,2025-06-11T12:16:01.403329,GeeksforGeeks,Level Order Line by Line,Easy,53.78%,83K+,20m,"Given a Binary Tree, your task is to find its level order traversal.
Note: The driver code prints the levels '$' separated.
Examples:
Input: root = [1, 4, N, 4, 2]
1
/
4
/   \
4    2
Output:1 $ 4 $ 4 2 $
Explanation: At first level 1 present then at second level 4 present then at third level 4 2 present.
Input: root = [10, 20, 30, 40, 60]
10
/    \
20      30
/     \
40     60
Output: 10 $ 20 30 $ 40 60 $
Explanation: At first level 10 present then at second level 20 30 present then at third level 40 60 present.
Input: root = [10. 20, 30, 40, 70]
10
/    \
20      30
/     \
40     70
Output: 10 $ 20 30 $ 40 70 $
Explanation: At first level 10 present then at second level 20 30 present then at third level 40 70 present.
Constraints:
1 <= number of nodes <= 1000
0 <= node->data <= 100",O(n),O(n),"['Morgan Stanley', 'Amazon', 'Microsoft', 'Snapdeal', 'Hike']","['Tree', 'Data Structures']"
[],https://www.geeksforgeeks.org/problems/reverse-an-array/1?page=1&company=Microsoft&sortBy=latest,2025-06-11T12:16:14.114163,GeeksforGeeks,Reverse an Array,Easy,55.32%,189K+,5m,"You are given an array of integers arr[]. Your task is to reverse the given array.
Note: Modify the array in place.
Examples:
Input: arr = [1, 4, 3, 2, 6, 5]
Output: [5, 6, 2, 3, 4, 1]
Explanation: The elements of the array are 1 4 3 2 6 5. After reversing the array, the first element goes to the last position, the second element goes to the second last position and so on. Hence, the answer is 5 6 2 3 4 1.
Input: arr = [4, 5, 2]
Output: [2, 5, 4]
Explanation: The elements of the array are 4 5 2. The reversed array will be 2 5 4.
Input: arr = [1]
Output: [1]
Explanation: The array has only single element, hence the reversed array is same as the original.
Constraints:
1<=arr.size()<=105
0<=arr[i]<=105",O(n),O(1),"['Bloomberg', 'Facebook', 'TCS', 'Adobe', 'Google', 'Infosys', 'Capgemini', 'Morgan Stanley', 'Amazon', 'Microsoft', 'Apple', 'Yahoo', 'PayPal', 'Uber']","['Arrays', 'Data Structures']"
[],https://www.geeksforgeeks.org/problems/buy-stock-2/1?page=1&company=Microsoft&sortBy=latest,2025-06-11T12:16:24.945165,GeeksforGeeks,Stock Buy and Sell – Max one Transaction Allowed,Easy,49.33%,92K+,10m,"Given an array prices[] of length n, representing the prices of the stocks on different days. The task is to find the maximum profit possible by buying and selling the stocks on different days when at most one transaction is allowed. Here one transaction means 1 buy + 1 Sell. If it is not possible to make a profit then return 0.
Note: Stock must be bought before being sold.
Examples:
Input: prices[] = [7, 10, 1, 3, 6, 9, 2]
Output: 8
Explanation: You can buy the stock on day 2 at price = 1 and sell it on day 5 at price = 9. Hence, the profit is 8.
Input: prices[] = [7, 6, 4, 3, 1]
Output: 0
Explanation: Here the prices are in decreasing order, hence if we buy any day then we cannot sell it at a greater price. Hence, the answer is 0.
Input: prices[] = [1, 3, 6, 9, 11]
Output: 10
Explanation: Since the array is sorted in increasing order, we can make maximum profit by buying at price[0] and selling at price[n-1].
Constraint:
1 <= prices.size()<= 105
0 <= prices[i] <=104",O(n),O(1),"['Bloomberg', 'Facebook', 'Intel', 'Infosys', 'Zoho', 'Morgan Stanley', 'Amazon', 'Microsoft', 'Samsung', 'Yahoo', 'PayPal', 'Nvidia', 'Oracle', 'Visa', 'Walmart', 'Goldman Sachs', 'TCS', 'Adobe', 'Google', 'IBM', 'Accenture', 'Apple', 'Uber']","['Greedy', 'Arrays']"
"[{'title': 'Paytm Interview Experience Set 8 Hiring Drive For Backend Engineer', 'url': 'https://www.geeksforgeeks.org/paytm-interview-experience-set-8-hiring-drive-for-backend-engineer/', 'content_summary': 'Paytm Hiring Drive for Backend Engineer. The selection process was completed on the same day.\nRound 1 ( Written ): It was a technical written round with 20 questions out of which 2 were coding questions. Rest 18 was objective type mainly C, SQL, and Algo.\nWrite code to create a mirror image of a tree.\nGiven an array of arrival and departure times of guests, find a minimum no of rooms required to accommodate guests at any point of time.\nRound 2 :\nWAP to search a number in a row-wise - column-wise sorted matrix.\nFlatten a linked list.\nDiscussions around Binary Search and Ternary Search.\nDiscussed objective questions of a written round.\nRound 3 :\nHow will you store a series of mobile nos in memory efficiently (less space). e.g mobile nos like 999900001,999900003,999900005,999910006,999910007 ... are there. DS should be designed such that retrieval is not inefficient.\nStream of Access logs is given to you with user id, page id, and date. Design Data structure to find n recent unique visitors and pages they visited.\nThe current company projects discussions.\nI thank GFG a lot for helping me in my preparation, finally, I was selected\nAll Practice Problems for Paytm !\nRelated Practice Problems\nMirror Tree\nSearch in a matrix\n\nComment\nMore info\nCampus Training Program\nNext Article\nPaytm Interview Experience | Set 8 (Hiring Drive for Backend Engineer)'}]",https://www.geeksforgeeks.org/problems/flattening-a-linked-list--170645/1?page=1&company=Microsoft&sortBy=latest,2025-06-11T12:16:36.199018,GeeksforGeeks,Flattening a Linked List,Medium,50.24%,22K+,Not available,"Given a Linked List of size N, where every node represents a sub-linked-list and contains two pointers:
(i) a next pointer to the next node,
(ii) a bottom pointer to a linked list where this node is head.
Each of the sub-linked-list is in sorted order.
Flatten the Link List such that all the nodes appear in a single level while maintaining the sorted order.
Note: The flattened list will be printed using the bottom pointer instead of next pointer.
Example 1:
Input:
5 -> 10 -> 19 -> 28
| | | |
7 20 22 35
| | |
8 50 40
| |
30 45
Output:  5-> 7-> 8- > 10 -> 19-> 20->
22-> 28-> 30-> 35-> 40-> 45-> 50.
Explanation:
The resultant linked lists has every
node in a single level.
(Note: | represents the bottom pointer.)
Example 2:
Input:
5 -> 10 -> 19 -> 28
| |
7 22
| |
8 50
|
30
Output: 5->7->8->10->19->22->28->30->50
Explanation:
The resultant linked lists has every
node in a single level.
(Note: | represents the bottom pointer.)
Your Task:
You do not need to read input or print anything. Complete the function flatten() that takes the head of the linked list as input parameter and returns the head of flattened link list.
Expected Time Complexity: O(N*M)
Expected Auxiliary Space: O(1)
Constraints:
0 <= N <= 50
1 <= Mi <= 20
1 <= Element of linked list <= 103",Not specified,Not specified,"['Paytm', 'Flipkart', 'Amazon', 'Microsoft', 'Snapdeal', '24*7 Innovation Labs', 'Payu', 'Visa', 'Goldman Sachs', 'Qualcomm', 'Drishti-Soft']","['Linked List', 'Data Structures']"
[],https://www.geeksforgeeks.org/problems/remove-duplicate-element-from-sorted-linked-list/1?page=1&company=Microsoft&sortBy=latest,2025-06-11T12:16:50.057849,GeeksforGeeks,Remove Duplicates from a Sorted Linked List,Easy,49.37%,313K+,20m,"Given a singly linked list. The task is to remove duplicates (nodes with duplicate values) from the given list (if it exists).
Note: Try not to use extra space. The nodes are arranged in a sorted way.
Examples:
Input:
LinkedList: 2->2->4->5
Output: 2 -> 4 -> 5
Explanation: In the given linked list 2 -> 2 -> 4 -> 5, only 2 occurs more than 1 time. So we need to remove it once.
Input:
LinkedList: 2->2->2->2->2
Output: 2
Explanation: In the given linked list 2 -> 2 -> 2 -> 2, 2 is the only element and is repeated 5 times. So we need to remove any four 2.
Expected Time Complexity : O(n)
Expected Space Complexity: O(1)
Constraints:
1 <= Number of nodes, data of nodes <= 105",Not specified,Not specified,"['Microsoft', 'OYO Rooms', 'Oracle', 'Visa', 'Adobe', 'Myntra']","['Linked List', 'Data Structures']"
[],https://www.geeksforgeeks.org/problems/flatten-binary-tree-to-linked-list/1?page=1&company=Microsoft&sortBy=latest,2025-06-11T12:17:00.970097,GeeksforGeeks,Flatten binary tree to linked list,Medium,75.82%,43K+,Not available,"Given the root of a binary tree, flatten the tree into a ""Linked list"":
The ""linked list"" should use the same Node class where the right child pointer points to the next node in the list and the left child pointer is always null.
The ""linked list"" should be in the same order as a pre-order traversal of the binary tree.
Examples:
Input:
1
/ \
2 5
/ \ \
3 4 6
Output : 1 2 3 4 5 6
Explanation: After flattening, the tree looks like this -
1
\
2
\
3
\
4
\
5
\
6
Here, left of each node points to NULL and right contains the next node in preorder.The inorder traversal of this flattened tree is 1 2 3 4 5 6.
Input :
1
/ \
3 4
/
2
\
5
Output :
1 3 4 2 5
Explanation : After flattening, the tree looks like this -
1
\
3
\
4
\
2
\
5
Here, left of each node points to NULL and right contains the next node in preorder.The inorder traversal of this flattened tree is 1 3 4 2 5.
Expected Time Complexity: O(n)
Expected Space Complexity: O(1)
Constraints :
1<= number of nodes in binary tree <= 105
1<= data of nodes <= 105",Not specified,Not specified,['Microsoft'],"['Linked List', 'Tree', 'Data Structures']"
"[{'title': 'Accolite Interview Experience Set 7 On Campus', 'url': 'https://www.geeksforgeeks.org/accolite-interview-experience-set-7-on-campus/', 'content_summary': 'Accolite visited our campus for full time Software development. First round: MCQ round consists of 30 questions 30 minutes. Questions on C aptitude, four to five general aptitude, two puzzle based aptitude questions. Around 120 wrote test, 10 were selected for next round. Second round: It took around 1 and half hour two people were there. All rounds were purely technical. Questions are, Tell me about yourself. Implementation of queue using two stacks and some modification on that. Finding pair in a given array such that sum is equal to given value. Then he modified for negative numbers. Check if a given tree is binary search tree or not with full code. Child sum problem on binary tree told to write code also. One puzzle related to coin and two rooms. Third round: Only one question in this round. I have to design a dictionary of words such that if any word is entered then it should give meaning for all anagrams for that word. We discussed for one hour. First I told about using try data structure to make dictionary and generate all anagrams of that word then searching each words. But he is not satisfied. Then I came up with some modification in structure of try data structure still not satisfied. Then I come up with multilevel hashing Technique. He somewhat satisfied. Fourth round: It was final round and only two people were selected for this. Puzzle: There will be 17 buckets and some 2197(don’t remember exact number) apples. You have to put these apples in buckets such that if I ask any number of apples then just give any number of buckets such that apples in those buckets should equal to that value. Hint, arranged as bits arranged in binary representation of numbers. Finding loop in a linked list. He first asked you already know this question I told yes sir. Then he asked will it work if by changing fast pointer and slow pointer with difference of 3, 4, 5 nodes. Addition of two linked lists with full code. Numbers are in reverse order and all border conditions should be considered like, lengths are not equal. First he told to write for positive numbers I wrote using recursion. Then he told to write negative numbers. We both were told to wait outside. After few minutes they told only I am selected. Thanks geeksforgeeks.\nRelated Practice Problems\nSum of two numbers represented as arrays\nAdd two numbers represented by linked lists\nCheck for BST\nCombination Sum - Part 2\nAll Practice Problems for Accolite !\n\nComment\nMore info\nCampus Training Program\nNext Article\nAccolite Interview Experience | Set 7 (On-Campus)'}]",https://www.geeksforgeeks.org/problems/add-two-numbers-represented-by-linked-lists/1?page=1&company=Microsoft&sortBy=latest,2025-06-11T12:17:11.644215,GeeksforGeeks,Add Number Linked Lists,Medium,34.52%,338K+,30m,"Given the head of two singly linked lists num1 and num2 representing two non-negative integers. The task is to return the head of the linked list representing the sum of these two numbers.
For example, num1 represented by the linked list : 1 -> 9 -> 0, similarly num2 represented by the linked list: 2 -> 5. Sum of these two numbers is represented by 2 -> 1 -> 5.
Note: There can be leading zeros in the input lists, but there should not be any leading zeros in the output list.
Examples:
Input: num1 = 4 - > 5, num2 = 3 -> 4 -> 5
Output: 3 -> 9 -> 0
Explanation: Given numbers are 45 and 345. There sum is 390.
Input: num1 = 0 -> 0 -> 6 -> 3, num2 = 0 -> 7
Output: 7 -> 0
Explanation: Given numbers are 63 and 7. There sum is 70.
Constraints:
1 <= size of both linked lists <= 106
0 <= elements of both linked lists <= 9",O(n + m),"O(max(n, m))","['Flipkart', 'Morgan Stanley', 'Accolite', 'Amazon', 'Microsoft', 'Snapdeal', 'MakeMyTrip', 'Qualcomm']","['Linked List', 'Data Structures']"
[],https://www.geeksforgeeks.org/problems/minimum-element-in-a-sorted-and-rotated-array3611/1?page=1&company=Microsoft&sortBy=latest,2025-06-11T12:17:46.670344,GeeksforGeeks,Sorted and Rotated Minimum,Easy,40.57%,152K+,Not available,"A sorted array of distinct elements arr[] is rotated at some unknown point, the task is to find the minimum element in it.
Examples:
Input: arr[] = [5, 6, 1, 2, 3, 4]
Output: 1
Explanation: 1 is the minimum element in the array.
Input: arr[] = [3, 1, 2]
Output: 1
Explanation: Here 1 is the minimum element.
Input: arr[] = [4, 2, 3]
Output: 2
Explanation: Here 2 is the minimum element.
Constraints:
1 ≤ arr.size() ≤ 106
1 ≤ arr[i] ≤ 109",O(log n),O(1),"['Morgan Stanley', 'Amazon', 'Microsoft', 'Samsung', 'Snapdeal', 'Adobe', 'Times Internet']","['Searching', 'Algorithms']"
